participant,signals,variables
359,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
360,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
361,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
362,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
363,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
364,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
365,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
366,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
367,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
368,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
369,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
370,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
371,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
372,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
373,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
374,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
375,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
376,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
377,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
378,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
379,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
380,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
381,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
382,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
383,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
384,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
385,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
386,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
387,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
388,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
389,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
390,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
391,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
392,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
393,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
394,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
395,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
396,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
397,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
398,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
399,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
400,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
401,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
402,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
403,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
